Team,Side,Playbook,Formation,Play Name
Broncos,offense,Playbook 5,Shotgun,Wing Flex Offset
Broncos,offense,Playbook 5,Shotgun,Y Off Trio Wk
Broncos,offense,Playbook 5,Shotgun,Close
Broncos,offense,Playbook 5,Shotgun,Slot
Broncos,offense,Playbook 5,Shotgun,Wing
Broncos,offense,Playbook 5,Shotgun,Close Flex
Broncos,offense,Playbook 5,Shotgun,Y Off Close
Broncos,offense,Playbook 5,Shotgun,Close
Broncos,offense,Playbook 5,Shotgun,Close Flex
Broncos,offense,Playbook 5,Shotgun,Normal
Broncos,offense,Playbook 6,I Form,Close
Broncos,offense,Playbook 6,I Form,Slot
Broncos,offense,Playbook 6,I Form,Wing
Broncos,offense,Playbook 6,I Form,Close Flex
Broncos,offense,Playbook 6,I Form,Y Off Close
Broncos,offense,Playbook 6,I Form,Close
Broncos,offense,Playbook 6,I Form,Close Flex
Broncos,offense,Playbook 6,I Form,Normal
Broncos,offense,Playbook 7,Strong I,Close Flex
Broncos,offense,Playbook 7,Strong I,Y Off Close
Broncos,offense,Playbook 7,Strong I,Close
Broncos,offense,Playbook 7,Strong I,Close Flex
Broncos,offense,Playbook 7,Strong I,Normal
Broncos,offense,Playbook 8,Weak I,Close
Broncos,offense,Playbook 8,Weak I,Close Flex
Broncos,offense,Playbook 8,Weak I,Normal
Broncos,offense,Playbook 9,Goal Line Offense,Normal
Broncos,defense,Playbook 4,3-4,Bear
Broncos,defense,Playbook 4,3-4,Cub
Broncos,defense,Playbook 4,3-4,Over
Broncos,defense,Playbook 4,3-4,Under
Broncos,defense,Playbook 4,3-4,Split
Broncos,defense,Playbook 4,3-4,2-4
Broncos,defense,Playbook 4,3-4,2-4 Dbl Mug
Broncos,defense,Playbook 4,3-4,2-4 Odd
Broncos,defense,Playbook 4,3-4,1-4-6
Broncos,defense,Playbook 4,3-4,Sugar Weak
Broncos,defense,Playbook 4,3-4,5-3
Broncos,defense,Playbook 4,3-4,6-2
Broncos,defense,Playbook 4,3-4,3 Deep
Broncos,defense,Playbook 5,4-4,Split
Broncos,defense,Playbook 5,4-4,2-4
Broncos,defense,Playbook 5,4-4,2-4 Dbl Mug
Broncos,defense,Playbook 5,4-4,2-4 Odd
Broncos,defense,Playbook 5,4-4,1-4-6
Broncos,defense,Playbook 5,4-4,Sugar Weak
Broncos,defense,Playbook 5,4-4,5-3
Broncos,defense,Playbook 5,4-4,6-2
Broncos,defense,Playbook 5,4-4,3 Deep
Broncos,defense,Playbook 6,Nickel,2-4
Broncos,defense,Playbook 6,Nickel,2-4 Dbl Mug
Broncos,defense,Playbook 6,Nickel,2-4 Odd
Broncos,defense,Playbook 6,Nickel,1-4-6
Broncos,defense,Playbook 6,Nickel,Sugar Weak
Broncos,defense,Playbook 6,Nickel,5-3
Broncos,defense,Playbook 6,Nickel,6-2
Broncos,defense,Playbook 6,Nickel,3 Deep
Broncos,defense,Playbook 7,Dime,1-4-6
Broncos,defense,Playbook 7,Dime,Sugar Weak
Broncos,defense,Playbook 7,Dime,5-3
Broncos,defense,Playbook 7,Dime,6-2
Broncos,defense,Playbook 7,Dime,3 Deep
Broncos,defense,Playbook 8,Goal Line Defense,5-3
Broncos,defense,Playbook 8,Goal Line Defense,6-2
Broncos,defense,Playbook 8,Goal Line Defense,3 Deep
Broncos,defense,Playbook 9,Prevent,3 Deep
Browns,offense,Playbook 4,Singleback,Ace Close
Browns,offense,Playbook 4,Singleback,Ace Slot
Browns,offense,Playbook 4,Singleback,Bunch
Browns,offense,Playbook 4,Singleback,Doubles
Browns,offense,Playbook 4,Singleback,Tight Y Off
Browns,offense,Playbook 4,Singleback,Trips
Browns,offense,Playbook 4,Singleback,Wing
Browns,offense,Playbook 4,Singleback,Wing Pair
Browns,offense,Playbook 4,Singleback,Wing Slot
Browns,offense,Playbook 4,Singleback,Wing Tight
Browns,offense,Playbook 4,Singleback,Wing Tight Z
Browns,offense,Playbook 4,Singleback,Y Trips
Browns,offense,Playbook 4,Singleback,Tight Y Off Flex
Browns,offense,Playbook 4,Singleback,U Off Close
Browns,offense,Playbook 4,Singleback,U Off Trips
Browns,offense,Playbook 4,Singleback,Bunch
Browns,offense,Playbook 4,Singleback,Bunch Y-Flex
Browns,offense,Playbook 4,Singleback,Doubles
Browns,offense,Playbook 4,Singleback,Doubles Hb Wk
Browns,offense,Playbook 4,Singleback,Doubles Hip
Browns,offense,Playbook 4,Singleback,Doubles Y-Flex
Browns,offense,Playbook 4,Singleback,Empty Chips Quads
Browns,offense,Playbook 4,Singleback,Empty Chips Tight
Browns,offense,Playbook 4,Singleback,Empty Hb Wide
Browns,offense,Playbook 4,Singleback,Normal Y Off Close
Browns,offense,Playbook 4,Singleback,Tight Open
Browns,offense,Playbook 4,Singleback,Tight Y Off Wk
Browns,offense,Playbook 4,Singleback,Trey Open
Browns,offense,Playbook 4,Singleback,Trips Te
Browns,offense,Playbook 4,Singleback,Trips Te Flex
Browns,offense,Playbook 4,Singleback,Y Off Trips Wk
Browns,offense,Playbook 4,Singleback,Y Trips Wk
Browns,offense,Playbook 4,Singleback,H Tight Close
Browns,offense,Playbook 4,Singleback,Z Close
Browns,offense,Playbook 4,Singleback,Normal
Browns,offense,Playbook 5,Pistol,Tight Y Off Flex
Browns,offense,Playbook 5,Pistol,U Off Close
Browns,offense,Playbook 5,Pistol,U Off Trips
Browns,offense,Playbook 5,Pistol,Bunch
Browns,offense,Playbook 5,Pistol,Bunch Y-Flex
Browns,offense,Playbook 5,Pistol,Doubles
Browns,offense,Playbook 5,Pistol,Doubles Hb Wk
Browns,offense,Playbook 5,Pistol,Doubles Hip
Browns,offense,Playbook 5,Pistol,Doubles Y-Flex
Browns,offense,Playbook 5,Pistol,Empty Chips Quads
Browns,offense,Playbook 5,Pistol,Empty Chips Tight
Browns,offense,Playbook 5,Pistol,Empty Hb Wide
Browns,offense,Playbook 5,Pistol,Normal Y Off Close
Browns,offense,Playbook 5,Pistol,Tight Open
Browns,offense,Playbook 5,Pistol,Tight Y Off Wk
Browns,offense,Playbook 5,Pistol,Trey Open
Browns,offense,Playbook 5,Pistol,Trips Te
Browns,offense,Playbook 5,Pistol,Trips Te Flex
Browns,offense,Playbook 5,Pistol,Y Off Trips Wk
Browns,offense,Playbook 5,Pistol,Y Trips Wk
Browns,offense,Playbook 5,Pistol,H Tight Close
Browns,offense,Playbook 5,Pistol,Z Close
Browns,offense,Playbook 5,Pistol,Normal
Browns,offense,Playbook 6,Shotgun,Bunch
Browns,offense,Playbook 6,Shotgun,Bunch Y-Flex
Browns,offense,Playbook 6,Shotgun,Doubles
Browns,offense,Playbook 6,Shotgun,Doubles Hb Wk
Browns,offense,Playbook 6,Shotgun,Doubles Hip
Browns,offense,Playbook 6,Shotgun,Doubles Y-Flex
Browns,offense,Playbook 6,Shotgun,Empty Chips Quads
Browns,offense,Playbook 6,Shotgun,Empty Chips Tight
Browns,offense,Playbook 6,Shotgun,Empty Hb Wide
Browns,offense,Playbook 6,Shotgun,Normal Y Off Close
Browns,offense,Playbook 6,Shotgun,Tight Open
Browns,offense,Playbook 6,Shotgun,Tight Y Off Wk
Browns,offense,Playbook 6,Shotgun,Trey Open
Browns,offense,Playbook 6,Shotgun,Trips Te
Browns,offense,Playbook 6,Shotgun,Trips Te Flex
Browns,offense,Playbook 6,Shotgun,Y Off Trips Wk
Browns,offense,Playbook 6,Shotgun,Y Trips Wk
Browns,offense,Playbook 6,Shotgun,H Tight Close
Browns,offense,Playbook 6,Shotgun,Z Close
Browns,offense,Playbook 6,Shotgun,Normal
Browns,offense,Playbook 7,Strong I,H Tight Close
Browns,offense,Playbook 7,Strong I,Z Close
Browns,offense,Playbook 7,Strong I,Normal
Browns,offense,Playbook 8,Weak I,Z Close
Browns,offense,Playbook 8,Weak I,Normal
Browns,offense,Playbook 9,Goal Line Offense,Normal
Browns,defense,Playbook 4,4-3,Over
Browns,defense,Playbook 4,4-3,Over Solid
Browns,defense,Playbook 4,4-3,Over Wide
Browns,defense,Playbook 4,4-3,Bear
Browns,defense,Playbook 4,4-3,Double Mug
Browns,defense,Playbook 4,4-3,Over
Browns,defense,Playbook 4,4-3,Wide
Browns,defense,Playbook 4,4-3,Normal
Browns,defense,Playbook 4,4-3,Rush
Browns,defense,Playbook 4,4-3,Sugar 3-2
Browns,defense,Playbook 4,4-3,5-3
Browns,defense,Playbook 4,4-3,6-2
Browns,defense,Playbook 4,4-3,3 Deep
Browns,defense,Playbook 5,46,Bear
Browns,defense,Playbook 5,46,Double Mug
Browns,defense,Playbook 5,46,Over
Browns,defense,Playbook 5,46,Wide
Browns,defense,Playbook 5,46,Normal
Browns,defense,Playbook 5,46,Rush
Browns,defense,Playbook 5,46,Sugar 3-2
Browns,defense,Playbook 5,46,5-3
Browns,defense,Playbook 5,46,6-2
Browns,defense,Playbook 5,46,3 Deep
Browns,defense,Playbook 6,Nickel,Double Mug
Browns,defense,Playbook 6,Nickel,Over
Browns,defense,Playbook 6,Nickel,Wide
Browns,defense,Playbook 6,Nickel,Normal
Browns,defense,Playbook 6,Nickel,Rush
Browns,defense,Playbook 6,Nickel,Sugar 3-2
Browns,defense,Playbook 6,Nickel,5-3
Browns,defense,Playbook 6,Nickel,6-2
Browns,defense,Playbook 6,Nickel,3 Deep
Browns,defense,Playbook 7,Dime,Normal
Browns,defense,Playbook 7,Dime,Rush
Browns,defense,Playbook 7,Dime,Sugar 3-2
Browns,defense,Playbook 7,Dime,5-3
Browns,defense,Playbook 7,Dime,6-2
Browns,defense,Playbook 7,Dime,3 Deep
Browns,defense,Playbook 8,Dollar,Sugar 3-2
Browns,defense,Playbook 8,Dollar,5-3
Browns,defense,Playbook 8,Dollar,6-2
Browns,defense,Playbook 8,Dollar,3 Deep
Browns,defense,Playbook 9,Goal Line Defense,5-3
Browns,defense,Playbook 9,Goal Line Defense,6-2
Browns,defense,Playbook 9,Goal Line Defense,3 Deep
Browns,defense,Playbook 10,Prevent,3 Deep
Buccaneers,offense,Playbook 4,Singleback,Bunch X Nasty
Buccaneers,offense,Playbook 4,Singleback,Deuce Close
Buccaneers,offense,Playbook 4,Singleback,Tight Y Off Flex
Buccaneers,offense,Playbook 4,Singleback,U Off Trips
Buccaneers,offense,Playbook 4,Singleback,Wing Close
Buccaneers,offense,Playbook 4,Singleback,Wing Pair
Buccaneers,offense,Playbook 4,Singleback,Wing Stack
Buccaneers,offense,Playbook 4,Singleback,Wing Tight Left
Buccaneers,offense,Playbook 4,Singleback,Wing Tight Nasty
Buccaneers,offense,Playbook 4,Singleback,Bunch X Nasty
Buccaneers,offense,Playbook 4,Singleback,Deuce Close
Buccaneers,offense,Playbook 4,Singleback,Strong Y Off Close
Buccaneers,offense,Playbook 4,Singleback,Trips
Buccaneers,offense,Playbook 4,Singleback,U Off Trips
Buccaneers,offense,Playbook 4,Singleback,Bunch Str Nasty
Buccaneers,offense,Playbook 4,Singleback,Bunch Y-Flex
Buccaneers,offense,Playbook 4,Singleback,Deuce Close
Buccaneers,offense,Playbook 4,Singleback,Double Stack
Buccaneers,offense,Playbook 4,Singleback,Empty Base Trio
Buccaneers,offense,Playbook 4,Singleback,Normal Y Off Close
Buccaneers,offense,Playbook 4,Singleback,Normal Y Off Wk
Buccaneers,offense,Playbook 4,Singleback,Spread Y-Slot
Buccaneers,offense,Playbook 4,Singleback,Tight Doubles
Buccaneers,offense,Playbook 4,Singleback,Tight Y Off Wk
Buccaneers,offense,Playbook 4,Singleback,Trips
Buccaneers,offense,Playbook 4,Singleback,Trips Hb Wk
Buccaneers,offense,Playbook 4,Singleback,Trips X Nasty
Buccaneers,offense,Playbook 4,Singleback,Wing Stack
Buccaneers,offense,Playbook 4,Singleback,Y Off Trips
Buccaneers,offense,Playbook 4,Singleback,Y Off Trips Wk
Buccaneers,offense,Playbook 4,Singleback,Close Flex
Buccaneers,offense,Playbook 4,Singleback,H Close Off
Buccaneers,offense,Playbook 4,Singleback,Normal
Buccaneers,offense,Playbook 5,Pistol,Bunch X Nasty
Buccaneers,offense,Playbook 5,Pistol,Deuce Close
Buccaneers,offense,Playbook 5,Pistol,Strong Y Off Close
Buccaneers,offense,Playbook 5,Pistol,Trips
Buccaneers,offense,Playbook 5,Pistol,U Off Trips
Buccaneers,offense,Playbook 5,Pistol,Bunch Str Nasty
Buccaneers,offense,Playbook 5,Pistol,Bunch Y-Flex
Buccaneers,offense,Playbook 5,Pistol,Deuce Close
Buccaneers,offense,Playbook 5,Pistol,Double Stack
Buccaneers,offense,Playbook 5,Pistol,Empty Base Trio
Buccaneers,offense,Playbook 5,Pistol,Normal Y Off Close
Buccaneers,offense,Playbook 5,Pistol,Normal Y Off Wk
Buccaneers,offense,Playbook 5,Pistol,Spread Y-Slot
Buccaneers,offense,Playbook 5,Pistol,Tight Doubles
Buccaneers,offense,Playbook 5,Pistol,Tight Y Off Wk
Buccaneers,offense,Playbook 5,Pistol,Trips
Buccaneers,offense,Playbook 5,Pistol,Trips Hb Wk
Buccaneers,offense,Playbook 5,Pistol,Trips X Nasty
Buccaneers,offense,Playbook 5,Pistol,Wing Stack
Buccaneers,offense,Playbook 5,Pistol,Y Off Trips
Buccaneers,offense,Playbook 5,Pistol,Y Off Trips Wk
Buccaneers,offense,Playbook 5,Pistol,Close Flex
Buccaneers,offense,Playbook 5,Pistol,H Close Off
Buccaneers,offense,Playbook 5,Pistol,Normal
Buccaneers,offense,Playbook 6,Shotgun,Bunch Str Nasty
Buccaneers,offense,Playbook 6,Shotgun,Bunch Y-Flex
Buccaneers,offense,Playbook 6,Shotgun,Deuce Close
Buccaneers,offense,Playbook 6,Shotgun,Double Stack
Buccaneers,offense,Playbook 6,Shotgun,Empty Base Trio
Buccaneers,offense,Playbook 6,Shotgun,Normal Y Off Close
Buccaneers,offense,Playbook 6,Shotgun,Normal Y Off Wk
Buccaneers,offense,Playbook 6,Shotgun,Spread Y-Slot
Buccaneers,offense,Playbook 6,Shotgun,Tight Doubles
Buccaneers,offense,Playbook 6,Shotgun,Tight Y Off Wk
Buccaneers,offense,Playbook 6,Shotgun,Trips
Buccaneers,offense,Playbook 6,Shotgun,Trips Hb Wk
Buccaneers,offense,Playbook 6,Shotgun,Trips X Nasty
Buccaneers,offense,Playbook 6,Shotgun,Wing Stack
Buccaneers,offense,Playbook 6,Shotgun,Y Off Trips
Buccaneers,offense,Playbook 6,Shotgun,Y Off Trips Wk
Buccaneers,offense,Playbook 6,Shotgun,Close Flex
Buccaneers,offense,Playbook 6,Shotgun,H Close Off
Buccaneers,offense,Playbook 6,Shotgun,Normal
Buccaneers,offense,Playbook 7,I Form,Close Flex
Buccaneers,offense,Playbook 7,I Form,H Close Off
Buccaneers,offense,Playbook 7,I Form,Normal
Buccaneers,offense,Playbook 8,Strong I,H Close Off
Buccaneers,offense,Playbook 8,Strong I,Normal
Buccaneers,offense,Playbook 9,Goal Line Offense,Normal
Buccaneers,defense,Playbook 4,3-4,Bear
Buccaneers,defense,Playbook 4,3-4,Cub
Buccaneers,defense,Playbook 4,3-4,Over
Buccaneers,defense,Playbook 4,3-4,Under
Buccaneers,defense,Playbook 4,3-4,Split
Buccaneers,defense,Playbook 4,3-4,2-4
Buccaneers,defense,Playbook 4,3-4,2-4 Dbl Mug
Buccaneers,defense,Playbook 4,3-4,2-4 Odd
Buccaneers,defense,Playbook 4,3-4,3-3 Cub
Buccaneers,defense,Playbook 4,3-4,1-4-6
Buccaneers,defense,Playbook 4,3-4,2-3-6 Will
Buccaneers,defense,Playbook 4,3-4,5-3
Buccaneers,defense,Playbook 4,3-4,6-2
Buccaneers,defense,Playbook 4,3-4,3 Deep
Buccaneers,defense,Playbook 5,4-4,Split
Buccaneers,defense,Playbook 5,4-4,2-4
Buccaneers,defense,Playbook 5,4-4,2-4 Dbl Mug
Buccaneers,defense,Playbook 5,4-4,2-4 Odd
Buccaneers,defense,Playbook 5,4-4,3-3 Cub
Buccaneers,defense,Playbook 5,4-4,1-4-6
Buccaneers,defense,Playbook 5,4-4,2-3-6 Will
Buccaneers,defense,Playbook 5,4-4,5-3
Buccaneers,defense,Playbook 5,4-4,6-2
Buccaneers,defense,Playbook 5,4-4,3 Deep
Buccaneers,defense,Playbook 6,Nickel,2-4
Buccaneers,defense,Playbook 6,Nickel,2-4 Dbl Mug
Buccaneers,defense,Playbook 6,Nickel,2-4 Odd
Buccaneers,defense,Playbook 6,Nickel,3-3 Cub
Buccaneers,defense,Playbook 6,Nickel,1-4-6
Buccaneers,defense,Playbook 6,Nickel,2-3-6 Will
Buccaneers,defense,Playbook 6,Nickel,5-3
Buccaneers,defense,Playbook 6,Nickel,6-2
Buccaneers,defense,Playbook 6,Nickel,3 Deep
Buccaneers,defense,Playbook 7,Dime,1-4-6
Buccaneers,defense,Playbook 7,Dime,2-3-6 Will
Buccaneers,defense,Playbook 7,Dime,5-3
Buccaneers,defense,Playbook 7,Dime,6-2
Buccaneers,defense,Playbook 7,Dime,3 Deep
Buccaneers,defense,Playbook 8,Goal Line Defense,5-3
Buccaneers,defense,Playbook 8,Goal Line Defense,6-2
Buccaneers,defense,Playbook 8,Goal Line Defense,3 Deep
Buccaneers,defense,Playbook 9,Prevent,3 Deep
Cardinals,offense,Playbook 4,Singleback,Ace
Cardinals,offense,Playbook 4,Singleback,Bunch
Cardinals,offense,Playbook 4,Singleback,Deuce Close
Cardinals,offense,Playbook 4,Singleback,Doubles Y Off Close
Cardinals,offense,Playbook 4,Singleback,Tight Y Off Flex
Cardinals,offense,Playbook 4,Singleback,U Off Trips
Cardinals,offense,Playbook 4,Singleback,Wing
Cardinals,offense,Playbook 4,Singleback,Wing Pair
Cardinals,offense,Playbook 4,Singleback,Wing Slot
Cardinals,offense,Playbook 4,Singleback,Wing Tight
Cardinals,offense,Playbook 4,Singleback,Wing Tight Z
Cardinals,offense,Playbook 4,Singleback,Y Trips
Cardinals,offense,Playbook 4,Singleback,Deuce Close
Cardinals,offense,Playbook 4,Singleback,Bunch
Cardinals,offense,Playbook 4,Singleback,Bunch Str Offset
Cardinals,offense,Playbook 4,Singleback,Bunch Y-Flex
Cardinals,offense,Playbook 4,Singleback,Deuce Close
Cardinals,offense,Playbook 4,Singleback,Doubles
Cardinals,offense,Playbook 4,Singleback,Doubles Hb Wk
Cardinals,offense,Playbook 4,Singleback,Doubles Hip
Cardinals,offense,Playbook 4,Singleback,Empty Base Flex
Cardinals,offense,Playbook 4,Singleback,Empty Chips Nasty
Cardinals,offense,Playbook 4,Singleback,Split Close
Cardinals,offense,Playbook 4,Singleback,Spread Y-Flex Wk
Cardinals,offense,Playbook 4,Singleback,Spread Y-Slot
Cardinals,offense,Playbook 4,Singleback,Tight Open
Cardinals,offense,Playbook 4,Singleback,Tight Y Off Wk
Cardinals,offense,Playbook 4,Singleback,Trey Open
Cardinals,offense,Playbook 4,Singleback,Trey Y-Flex
Cardinals,offense,Playbook 4,Singleback,Wing Pair
Cardinals,offense,Playbook 4,Singleback,Wing Slot Offset
Cardinals,offense,Playbook 4,Singleback,Wing Slot Wk
Cardinals,offense,Playbook 4,Singleback,Y Trips Wk
Cardinals,offense,Playbook 4,Singleback,Tight
Cardinals,offense,Playbook 4,Singleback,Wing
Cardinals,offense,Playbook 4,Singleback,Normal
Cardinals,offense,Playbook 5,Pistol,Deuce Close
Cardinals,offense,Playbook 5,Pistol,Bunch
Cardinals,offense,Playbook 5,Pistol,Bunch Str Offset
Cardinals,offense,Playbook 5,Pistol,Bunch Y-Flex
Cardinals,offense,Playbook 5,Pistol,Deuce Close
Cardinals,offense,Playbook 5,Pistol,Doubles
Cardinals,offense,Playbook 5,Pistol,Doubles Hb Wk
Cardinals,offense,Playbook 5,Pistol,Doubles Hip
Cardinals,offense,Playbook 5,Pistol,Empty Base Flex
Cardinals,offense,Playbook 5,Pistol,Empty Chips Nasty
Cardinals,offense,Playbook 5,Pistol,Split Close
Cardinals,offense,Playbook 5,Pistol,Spread Y-Flex Wk
Cardinals,offense,Playbook 5,Pistol,Spread Y-Slot
Cardinals,offense,Playbook 5,Pistol,Tight Open
Cardinals,offense,Playbook 5,Pistol,Tight Y Off Wk
Cardinals,offense,Playbook 5,Pistol,Trey Open
Cardinals,offense,Playbook 5,Pistol,Trey Y-Flex
Cardinals,offense,Playbook 5,Pistol,Wing Pair
Cardinals,offense,Playbook 5,Pistol,Wing Slot Offset
Cardinals,offense,Playbook 5,Pistol,Wing Slot Wk
Cardinals,offense,Playbook 5,Pistol,Y Trips Wk
Cardinals,offense,Playbook 5,Pistol,Tight
Cardinals,offense,Playbook 5,Pistol,Wing
Cardinals,offense,Playbook 5,Pistol,Normal
Cardinals,offense,Playbook 6,Shotgun,Bunch
Cardinals,offense,Playbook 6,Shotgun,Bunch Str Offset
Cardinals,offense,Playbook 6,Shotgun,Bunch Y-Flex
Cardinals,offense,Playbook 6,Shotgun,Deuce Close
Cardinals,offense,Playbook 6,Shotgun,Doubles
Cardinals,offense,Playbook 6,Shotgun,Doubles Hb Wk
Cardinals,offense,Playbook 6,Shotgun,Doubles Hip
Cardinals,offense,Playbook 6,Shotgun,Empty Base Flex
Cardinals,offense,Playbook 6,Shotgun,Empty Chips Nasty
Cardinals,offense,Playbook 6,Shotgun,Split Close
Cardinals,offense,Playbook 6,Shotgun,Spread Y-Flex Wk
Cardinals,offense,Playbook 6,Shotgun,Spread Y-Slot
Cardinals,offense,Playbook 6,Shotgun,Tight Open
Cardinals,offense,Playbook 6,Shotgun,Tight Y Off Wk
Cardinals,offense,Playbook 6,Shotgun,Trey Open
Cardinals,offense,Playbook 6,Shotgun,Trey Y-Flex
Cardinals,offense,Playbook 6,Shotgun,Wing Pair
Cardinals,offense,Playbook 6,Shotgun,Wing Slot Offset
Cardinals,offense,Playbook 6,Shotgun,Wing Slot Wk
Cardinals,offense,Playbook 6,Shotgun,Y Trips Wk
Cardinals,offense,Playbook 6,Shotgun,Tight
Cardinals,offense,Playbook 6,Shotgun,Wing
Cardinals,offense,Playbook 6,Shotgun,Normal
Cardinals,offense,Playbook 7,I Form,Tight
Cardinals,offense,Playbook 7,I Form,Wing
Cardinals,offense,Playbook 7,I Form,Normal
Cardinals,offense,Playbook 8,Goal Line Offense,Normal
Cardinals,defense,Playbook 4,3-4,Odd
Cardinals,defense,Playbook 4,3-4,Over
Cardinals,defense,Playbook 4,3-4,Under
Cardinals,defense,Playbook 4,3-4,Even 6-1
Cardinals,defense,Playbook 4,3-4,Split
Cardinals,defense,Playbook 4,3-4,2-4
Cardinals,defense,Playbook 4,3-4,2-4 Dbl Mug
Cardinals,defense,Playbook 4,3-4,Penny
Cardinals,defense,Playbook 4,3-4,2-3-6
Cardinals,defense,Playbook 4,3-4,Normal
Cardinals,defense,Playbook 4,3-4,5-3
Cardinals,defense,Playbook 4,3-4,6-2
Cardinals,defense,Playbook 4,3-4,3 Deep
Cardinals,defense,Playbook 5,4-3,Even 6-1
Cardinals,defense,Playbook 5,4-3,Split
Cardinals,defense,Playbook 5,4-3,2-4
Cardinals,defense,Playbook 5,4-3,2-4 Dbl Mug
Cardinals,defense,Playbook 5,4-3,Penny
Cardinals,defense,Playbook 5,4-3,2-3-6
Cardinals,defense,Playbook 5,4-3,Normal
Cardinals,defense,Playbook 5,4-3,5-3
Cardinals,defense,Playbook 5,4-3,6-2
Cardinals,defense,Playbook 5,4-3,3 Deep
Cardinals,defense,Playbook 6,4-4,Split
Cardinals,defense,Playbook 6,4-4,2-4
Cardinals,defense,Playbook 6,4-4,2-4 Dbl Mug
Cardinals,defense,Playbook 6,4-4,Penny
Cardinals,defense,Playbook 6,4-4,2-3-6
Cardinals,defense,Playbook 6,4-4,Normal
Cardinals,defense,Playbook 6,4-4,5-3
Cardinals,defense,Playbook 6,4-4,6-2
Cardinals,defense,Playbook 6,4-4,3 Deep
Cardinals,defense,Playbook 7,Nickel,2-4
Cardinals,defense,Playbook 7,Nickel,2-4 Dbl Mug
Cardinals,defense,Playbook 7,Nickel,Penny
Cardinals,defense,Playbook 7,Nickel,2-3-6
Cardinals,defense,Playbook 7,Nickel,Normal
Cardinals,defense,Playbook 7,Nickel,5-3
Cardinals,defense,Playbook 7,Nickel,6-2
Cardinals,defense,Playbook 7,Nickel,3 Deep
Cardinals,defense,Playbook 8,3-3-5,Penny
Cardinals,defense,Playbook 8,3-3-5,2-3-6
Cardinals,defense,Playbook 8,3-3-5,Normal
Cardinals,defense,Playbook 8,3-3-5,5-3
Cardinals,defense,Playbook 8,3-3-5,6-2
Cardinals,defense,Playbook 8,3-3-5,3 Deep
Cardinals,defense,Playbook 9,Dime,2-3-6
Cardinals,defense,Playbook 9,Dime,Normal
Cardinals,defense,Playbook 9,Dime,5-3
Cardinals,defense,Playbook 9,Dime,6-2
Cardinals,defense,Playbook 9,Dime,3 Deep
Cardinals,defense,Playbook 10,Quarter,Normal
Cardinals,defense,Playbook 10,Quarter,5-3
Cardinals,defense,Playbook 10,Quarter,6-2
Cardinals,defense,Playbook 10,Quarter,3 Deep
Cardinals,defense,Playbook 11,Goal Line Defense,5-3
Cardinals,defense,Playbook 11,Goal Line Defense,6-2
Cardinals,defense,Playbook 11,Goal Line Defense,3 Deep
Cardinals,defense,Playbook 12,Prevent,3 Deep
Chargers,offense,Playbook 4,Singleback,Ace Close
Chargers,offense,Playbook 4,Singleback,Ace Slot
Chargers,offense,Playbook 4,Singleback,Bunch Ace
Chargers,offense,Playbook 4,Singleback,Tight Doubles
Chargers,offense,Playbook 4,Singleback,Wing
Chargers,offense,Playbook 4,Singleback,Wing Pair
